vdom,name,uuid,type,start-ip,end-ip,subnet,wildcard-fqdn,fqdn,comment,associated-interface
CT901OTPC,Host_10.1.125.12,1488fec8-2d97-51e9-f9ec-de25a18fabb1,,,,10.1.125.12 255.255.255.255,,,,I.CSCDMZ
CT901OTPC,Host_10.1.125.13,178226a4-2d97-51e9-a83e-0723558c04eb,,,,10.1.125.13 255.255.255.255,,,,I.CSCDMZ
CT901OTPC,Host_10.1.125.41,1a83ac42-2d97-51e9-269b-0d9ffe5a0212,,,,10.1.125.41 255.255.255.255,,,,I.CSCDMZ
CT901OTPC,Host_10.1.125.42,1cf5ab6a-2d97-51e9-0a38-43cc83782b6f,,,,10.1.125.42 255.255.255.255,,,,I.CSCDMZ
CT901OTPC,Host_10.1.125.15,2149a054-2d97-51e9-16aa-8a87b43d6ddc,,,,10.1.125.15 255.255.255.255,,,,I.CSCDMZ
CT901OTPC,Host_10.1.121.16,24d00812-2d97-51e9-6c9a-6a957b329b4b,,,,10.1.121.16 255.255.255.255,,,,I.CSC
CT901OTPC,Host_10.1.121.18,2828375a-2d97-51e9-48b9-9b83b4cba4b1,,,,10.1.121.18 255.255.255.255,,,,I.CSC
CT901OTPC,Host_10.1.125.101,2b2559e2-2d97-51e9-f592-f16c46e62595,,,,10.1.125.101 255.255.255.255,,,,I.CSCDMZ
CT901OTPC,Host_10.1.125.102,2dfe6ae6-2d97-51e9-a01b-06a93a96e1cd,,,,10.1.125.102 255.255.255.255,,,,I.CSCDMZ
CT901OTPC,Host_10.1.125.103,30cd7fa0-2d97-51e9-cd2c-1b4c8a054201,,,,10.1.125.103 255.255.255.255,,,,I.CSCDMZ
CT901OTPC,Host_10.1.125.115,34109ecc-2d97-51e9-f650-e54c30583d83,,,,10.1.125.115 255.255.255.255,,,,I.CSCDMZ
CT901OTPC,Host_10.1.121.71,36fd9f7c-2d97-51e9-c3c5-a8dc4a030593,,,,10.1.121.71 255.255.255.255,,,,I.CSC
CT901OTPC,Host_10.1.121.86,39506dc2-2d97-51e9-5097-eb1fe188f323,,,,10.1.121.86 255.255.255.255,,,,I.CSC
CT901OTPC,Host_10.164.1.36,3c2dd62e-2d97-51e9-be8e-145279b6c709,,,,10.164.1.36 255.255.255.255,,,,E.NMC
CT901OTPC,Net_10.163.225.0,57e59146-2dd7-51e9-94b5-d89dd7b39b26,,,,10.163.225.0 255.255.255.0,,,,I.Dev.CASH
CT901OTPC,Net_10.163.226.0,5ccfeaa8-2dd7-51e9-0c0a-81490bd5b397,,,,10.163.226.0 255.255.255.0,,,,I.Dev.CASH
CT901OTPC,Net_10.163.227.0,600125f2-2dd7-51e9-c338-63d73917dd93,,,,10.163.227.0 255.255.255.0,,,,I.Dev.CASH
CT901OTPC,Net_10.163.228.0,6370a2f8-2dd7-51e9-6d85-d18bf4fb039d,,,,10.163.228.0 255.255.255.0,,,,I.Dev.CASH
CT901OTPC,Net_10.163.229.0,673ac846-2dd7-51e9-b3a0-c81e91c51789,,,,10.163.229.0 255.255.255.0,,,,I.Dev.CASH
CT901OTPC,Net_10.163.230.0,69a4c636-2dd7-51e9-4505-c5e7799279af,,,,10.163.230.0 255.255.255.0,,,,I.Dev.CASH
CT901OTPC,Net_10.163.220.0,6c448f8e-2dd7-51e9-eb25-798375cc9060,,,,10.163.220.0 255.255.255.0,,,,I.Dev.CASH
CT901OTPC,Net_10.244.0.0/15,67710516-39b5-51e9-774d-e6d6a3709fa7,,,,10.244.0.0 255.254.0.0,,,TKO CCI Subnet,I.CCI
CT901OTPC,Net_10.248.0.0/15,796908ea-39b5-51e9-0c1e-6e1bfe3e77c9,,,,10.248.0.0 255.254.0.0,,,EQX CCI Subnet,I.CCI
CT901OTPC,Host_10.245.132.85,907ff6b0-39b5-51e9-e1be-dca6ade22fab,,,,10.245.132.85 255.255.255.255,,,WBMCAPP102,I.CCI
CT901OTPC,Host_10.245.132.86,9329850c-39b5-51e9-16f9-ac3bcda4bfac,,,,10.245.132.86 255.255.255.255,,,WBMCAPP103,I.CCI
CT901OTPC,Host_10.249.132.52,96197e7a-39b5-51e9-e598-ee907e4b30b9,,,,10.249.132.52 255.255.255.255,,,WBMCAPP202,I.CCI
CT901OTPC,Host_10.249.132.53,999c0ebe-39b5-51e9-b2b2-3466bd7c0cad,,,,10.249.132.53 255.255.255.255,,,WBMCAPP203,I.CCI
CT901OTPC,Net_10.1.170.0,7300b150-3fe7-51e9-5b9a-d6c4876426d5,,,,10.1.170.0 255.255.255.0,,,,
CT901OTPC,Net_10.90.37.0,540d79c6-4254-51e9-b462-3b9e017cf7eb,,,,10.90.37.0 255.255.255.0,,,,I.IIS_INSIDE
CT901OTPC,Net_10.91.37.0,5e89578a-4254-51e9-5302-aaf3e2c96c6b,,,,10.91.37.0 255.255.255.0,,,,I.IIS_INSIDE
CT901OTPC,Host_192.168.35.21,6127802a-4254-51e9-948f-c1ff9e180225,,,,192.168.35.21 255.255.255.255,,,SCORADC1,E.UCN
CT901OTPC,Host_192.168.35.23,6dfc89d0-4254-51e9-346e-27c062112229,,,,192.168.35.23 255.255.255.255,,,SINTADC1,E.UCN
CT901OTPC,Host_192.168.35.24,6dfcfbc2-4254-51e9-b9c5-95f2c265ca17,,,,192.168.35.24 255.255.255.255,,,SINTADC2,E.UCN
CT901OTPC,Host_192.168.35.25,6dfd676a-4254-51e9-a20d-ae4862767598,,,,192.168.35.25 255.255.255.255,,,SOADADC1,E.UCN
CT901OTPC,Host_192.168.35.26,6e02e460-4254-51e9-f6a0-7a528c14ea43,,,,192.168.35.26 255.255.255.255,,,SOADADC2,E.UCN
CT901OTPC,Host_192.168.176.55,6e26f29c-4254-51e9-4231-fa584b002813,,,,192.168.176.55 255.255.255.255,,,SDDC0024,E.UCN
CT901OTPC,Host_192.168.176.51,6e2776cc-4254-51e9-6483-eed6a57c6870,,,,192.168.176.51 255.255.255.255,,,SDDC0025,E.UCN
CT901OTPC,Host_192.168.176.52,6e27f1b0-4254-51e9-6e67-544d28e6e7db,,,,192.168.176.52 255.255.255.255,,,SDDC0026,E.UCN
CT901OTPC,Host_192.168.176.53,6e4c9c86-4254-51e9-46c2-58b17a1c811b,,,,192.168.176.53 255.255.255.255,,,SDDC0027,E.UCN
CT901OTPC,Host_192.168.176.50,6e4d13b4-4254-51e9-bb83-1c751662d463,,,,192.168.176.50 255.255.255.255,,,SDDC0028,E.UCN
CT901OTPC,Host_192.168.130.215,6e4d914a-4254-51e9-d9c3-7651b852c20f,,,,192.168.130.215 255.255.255.255,,,SDDC0008,E.UCN
CT901OTPC,Host_192.168.102.221,6e577494-4254-51e9-f6d1-fc274a46ad5f,,,,192.168.102.221 255.255.255.255,,,SDDC0013,E.UCN
CT901OTPC,Host_192.168.73.238,6e6fb2ca-4254-51e9-b419-fee82e8d998c,,,,192.168.73.238 255.255.255.255,,,SDDC0014,E.UCN
CT901OTPC,Host_192.168.73.239,703569ec-4254-51e9-d4f9-3b1075966f19,,,,192.168.73.239 255.255.255.255,,,SDDC0015,E.UCN
CT901OTPC,Host_192.168.45.239,7388876e-4254-51e9-c5e0-a37a8f69b1b9,,,,192.168.45.239 255.255.255.255,,,SDDC0016,E.UCN
CT901OTPC,Host_192.168.39.204,7388f762-4254-51e9-1eaf-2d63274ea768,,,,192.168.39.204 255.255.255.255,,,SDDC0030,E.UCN
CT901OTPC,Net_192.168.150.0,73896f76-4254-51e9-9ef9-a38a1822a507,,,,192.168.150.0 255.255.255.0,,,,E.UCN
CT901OTPC,Net_192.168.143.0,7390825c-4254-51e9-c9bd-ccc55d10903d,,,,192.168.143.0 255.255.255.0,,,,E.UCN
CT901OTPC,Net_192.168.166.0,73bd3c2a-4254-51e9-6eb5-d780f58d7914,,,,192.168.166.0 255.255.255.0,,,,E.UCN
CT901OTPC,Net_192.168.188.0,73bda728-4254-51e9-3bb3-513262fce62c,,,,192.168.188.0 255.255.255.0,,,,E.UCN
CT901OTPC,Net_192.168.187.0,73be11c2-4254-51e9-d2e2-90d43de3babb,,,,192.168.187.0 255.255.255.0,,,,E.UCN
CT901OTPC,Host_10.164.1.100,73be7b8a-4254-51e9-59a1-192a02e47fad,,,,10.164.1.100 255.255.255.255,,,PTIMSRV001,E.NMC
CT901OTPC,Host_10.164.129.100,73c5403c-4254-51e9-533e-c88ddf211585,,,,10.164.129.100 255.255.255.255,,,STIMSRV001,E.NMC
CT901OTPC,Host_192.168.150.36,73f9e10c-4254-51e9-af1b-fb03ee97e45e,,,,192.168.150.36 255.255.255.255,,,SOPMAPP1,E.UCN
CT901OTPC,Host_192.168.188.36,7526818e-4254-51e9-0b08-7133d62a295e,,,,192.168.188.36 255.255.255.255,,,SOPMAPP3,E.UCN
CT901OTPC,Host_192.168.166.53,7932588e-4254-51e9-bd68-a70775fca77a,,,,192.168.166.53 255.255.255.255,,,SSCMAPP1,E.UCN
CT901OTPC,Host_192.168.166.54,7932c7a6-4254-51e9-ca9e-63eab16d657e,,,,192.168.166.54 255.255.255.255,,,SSCMSQL1,E.UCN
CT901OTPC,Host_192.168.166.185,794c73fe-4254-51e9-6a40-ac4dde9bd6c5,,,,192.168.166.185 255.255.255.255,,,SSCMAPP901,E.UCN
CT901OTPC,Host_192.168.166.184,7a48331a-4254-51e9-1f12-6174313d8318,,,,192.168.166.184 255.255.255.255,,,SSCMSQL901,E.UCN
CT901OTPC,Host_192.168.166.159,8035c094-4254-51e9-352a-fe687f485784,,,,192.168.166.159 255.255.255.255,,,SATVSYM2,E.UCN
CT901OTPC,Host_192.168.166.74,8041efae-4254-51e9-bd28-d77f1d1981cc,,,,192.168.166.74 255.255.255.255,,,SOFSATV1,E.UCN
CT901OTPC,Host_192.168.150.131,804e76de-4254-51e9-2c65-0916517d3dae,,,,192.168.150.131 255.255.255.255,,,SKMS0001,E.UCN
CT901OTPC,Host_192.168.150.132,805a684a-4254-51e9-aae2-3ffa5fd48ded,,,,192.168.150.132 255.255.255.255,,,SKMS0002,E.UCN
CT901OTPC,Host_192.168.166.219,8066994e-4254-51e9-ea39-26de3103fd3c,,,,192.168.166.219 255.255.255.255,,,WWINKMS110,E.UCN
CT901OTPC,Host_192.168.150.94,80724faa-4254-51e9-897b-6affd911d3eb,,,,192.168.150.94 255.255.255.255,,,SPAT0001,E.UCN
CT901OTPC,Host_192.168.188.25,807db1a6-4254-51e9-582b-37f24fae87a7,,,,192.168.188.25 255.255.255.255,,,SPATDIS1,E.UCN
CT901OTPC,Host_192.168.188.26,80898760-4254-51e9-39ee-0b539b331e8e,,,,192.168.188.26 255.255.255.255,,,SPATDIS2,E.UCN
CT901OTPC,Host_192.168.35.22,74e432ce-4255-51e9-1341-c33df7c9811d,,,,192.168.35.22 255.255.255.255,,,SCORADC2,E.UCN
CT901OTPC,Net_10.204.128.0,ea9fcbb0-4415-51e9-1dc9-64f6f1671dcc,,,,10.204.128.0 255.255.255.0,,,,I.IIS_INSIDE
CT901OTPC,Net_10.204.129.0,ef0a135e-4415-51e9-a2dc-e8ebf16b95a3,,,,10.204.129.0 255.255.255.0,,,,I.IIS_INSIDE
CT901OTPC,Net_10.204.130.0,ff7ef90c-4415-51e9-3a75-70445e4baa64,,,,10.204.130.0 255.255.255.0,,,,I.CASH.Trust2
CT901OTPC,Net_10.204.132.0,030b05d4-4416-51e9-de18-76ebeca853cc,,,,10.204.132.0 255.255.255.0,,,,I.CASH.Trust2
CT901OTPC,Net_192.168.0.0,06755eea-4416-51e9-8997-0f24ae25e1cb,,,,192.168.0.0 255.255.0.0,,,,E.UCN
CT901OTPC,Host_10.204.130.21,08eb01c0-4416-51e9-4698-436c2d1f596d,,,,10.204.130.21 255.255.255.255,,,,I.CASH.Trust2
CT901OTPC,Host_10.204.130.24,0b83eea6-4416-51e9-0b96-bc1859a6b90a,,,,10.204.130.24 255.255.255.255,,,,I.CASH.Trust2
CT901OTPC,Host_10.204.130.31,0db31e22-4416-51e9-438f-32e8ba706d20,,,,10.204.130.31 255.255.255.255,,,,I.CASH.Trust2
CT901OTPC,Host_10.204.130.61,0fe1367a-4416-51e9-4d88-8267ea4bbd5d,,,,10.204.130.61 255.255.255.255,,,,I.CASH.Trust2
CT901OTPC,Host_10.204.128.25,122aff88-4416-51e9-1777-638e7fc764bd,,,,10.204.128.25 255.255.255.255,,,,I.IIS_INSIDE
CT901OTPC,Range_10.204.128.20-25,147e7f80-4416-51e9-e7d6-b518b68c1257,iprange,10.204.128.20,10.204.128.25,,,,,I.IIS_INSIDE
CT901OTPC,Range_10.204.128.20-26,16bec994-4416-51e9-8b9b-a2a974c2eb92,iprange,10.204.128.20,10.204.128.26,,,,,I.IIS_INSIDE
CT901OTPC,Host_192.168.26.40,192ab602-4416-51e9-5c9d-234251646461,,,,192.168.26.40 255.255.255.255,,,,E.UCN
CT901OTPC,Range_192.168.26.42-45,1b8239c0-4416-51e9-b851-99a2f23e6780,iprange,192.168.26.42,192.168.26.45,,,,,E.UCN
CT901OTPC,Host_192.168.26.113,1ddab8be-4416-51e9-2b23-f670c7731351,,,,192.168.26.113 255.255.255.255,,,,E.UCN
CT901OTPC,Host_192.168.26.44,203bd48a-4416-51e9-a05f-bcf8c3ea19ea,,,,192.168.26.44 255.255.255.255,,,,E.UCN
CT901OTPC,Host_10.204.130.11,2239e2fe-4416-51e9-cf26-8946ed581051,,,,10.204.130.11 255.255.255.255,,,,I.CASH.Trust2
CT901OTPC,Host_10.204.130.51,2466567a-4416-51e9-c3ac-909ebd357bd8,,,,10.204.130.51 255.255.255.255,,,,I.CASH.Trust2
CT901OTPC,Host_10.204.128.11,26aa2650-4416-51e9-b38b-d8f8b380e8b6,,,,10.204.128.11 255.255.255.255,,,,I.IIS_INSIDE
CT901OTPC,Host_10.204.128.13,28f5892c-4416-51e9-49f8-85845498e75a,,,,10.204.128.13 255.255.255.255,,,,I.IIS_INSIDE
CT901OTPC,Range_10.204.130.51-69,2b309e52-4416-51e9-4a2a-535a095cbcf2,iprange,10.204.130.51,10.204.130.69,,,,,I.CASH.Trust2
CT901OTPC,Host_10.204.128.15,2d3eb530-4416-51e9-1770-c0b6d6cf3583,,,,10.204.128.15 255.255.255.255,,,,I.IIS_INSIDE
CT901OTPC,Range_10.204.128.10-16,2f68db92-4416-51e9-c979-c4d3b37a7c19,iprange,10.204.128.10,10.204.128.16,,,,,I.IIS_INSIDE
CT901OTPC,Host_10.204.128.19,31d27848-4416-51e9-3372-5d3eb0c79c28,,,,10.204.128.19 255.255.255.255,,,,I.IIS_INSIDE
CT901OTPC,Host_192.168.26.19,33e4479c-4416-51e9-92a5-c93e9c37de8c,,,,192.168.26.19 255.255.255.255,,,,E.UCN
CT901OTPC,Host_192.168.26.51,385f97e0-4416-51e9-1ba4-a06f2fa458a8,,,,192.168.26.51 255.255.255.255,,,,E.UCN
CT901OTPC,Host_10.204.128.12,3ae68140-4416-51e9-c072-895ac42d3d8b,,,,10.204.128.12 255.255.255.255,,,,I.IIS_INSIDE
CT901OTPC,Host_192.168.176.58,3cc29e7c-4416-51e9-8809-e30dc19e66a3,,,,192.168.176.58 255.255.255.255,,,,E.UCN
CT901OTPC,Host_192.168.220.157,3ef40aaa-4416-51e9-4218-ae8d05669522,,,,192.168.220.157 255.255.255.255,,,,E.UCN
CT901OTPC,Host_192.168.110.23,41038c58-4416-51e9-8019-e1087451ac53,,,,192.168.110.23 255.255.255.255,,,,E.UCN
CT901OTPC,Range_192.168.7.23-24,4302c65e-4416-51e9-64c1-53027d2096a0,iprange,192.168.7.23,192.168.7.24,,,,,E.UCN
CT901OTPC,Host_192.168.126.141,4804470e-4416-51e9-b8d7-d3e95ab558cc,,,,192.168.126.141 255.255.255.255,,,,E.UCN
CT901OTPC,Host_10.204.132.11,4a40d898-4416-51e9-c8aa-7dc9d2f44e82,,,,10.204.132.11 255.255.255.255,,,,I.CASH.Trust2
CT901OTPC,Host_10.204.132.51,4c84aa80-4416-51e9-c5c0-f8f026fd3fdd,,,,10.204.132.51 255.255.255.255,,,,I.CASH.Trust2
CT901OTPC,Host_10.204.129.76,529f45ce-4416-51e9-a6f3-7a739c4c68f2,,,,10.204.129.76 255.255.255.255,,,,I.IIS_INSIDE
CT901OTPC,Range_10.204.132.50-69,54e2e19c-4416-51e9-89ac-9b14e0985ed0,iprange,10.204.132.50,10.204.132.69,,,,,I.CASH.Trust2
CT901OTPC,Host_10.204.132.15,578857a6-4416-51e9-13cb-dd403636aa02,,,,10.204.132.15 255.255.255.255,,,,I.CASH.Trust2
CT901OTPC,Host_192.168.126.45,59de73b4-4416-51e9-d0af-b220d2bb2028,,,,192.168.126.45 255.255.255.255,,,,E.UCN
CT901OTPC,Host_192.168.26.38,5f614f5a-4416-51e9-c825-91fefc3608ad,,,,192.168.26.38 255.255.255.255,,,,E.UCN
CT901OTPC,Range_192.168.26.40-41,617f5e3a-4416-51e9-68a8-75190939992c,iprange,192.168.26.40,192.168.26.41,,,,,E.UCN
CT901OTPC,Range_10.1.121.74-75,3e04079c-5a93-51e9-aeb3-6dc6e9d2403e,iprange,10.1.121.74,10.1.121.75,,,,,I.CSC
CT901OTPC,Range_10.2.121.74-75,505e1554-5a93-51e9-c7e9-e10918d22797,iprange,10.2.121.74,10.2.121.75,,,,,I.CSC
CT901OTPC,Host_10.1.121.79,6360f658-5a93-51e9-21ff-819d73c1cac7,,,,10.1.121.79 255.255.255.255,,,,I.CSC
CT901OTPC,Range_10.1.125.101-102,7f30aaf4-5a93-51e9-6b58-075a209d52a1,iprange,10.1.125.101,10.1.125.102,,,,,I.CSCDMZ
CT901OTPC,Range_10.1.125.41-42,90603c90-5a93-51e9-717a-e220577e4004,iprange,10.1.125.41,10.1.125.42,,,,,I.CSCDMZ
CT901OTPC,Range_10.1.122.72-73,9c22f996-5a93-51e9-98eb-98f15256d690,iprange,10.1.122.72,10.1.122.73,,,,,I.CSC
CT901OTPC,Range_10.2.122.72-73,abaaa10c-5a93-51e9-367b-31795b90740d,iprange,10.2.122.72,10.2.122.73,,,,,I.CSC
CT901OTPC,Host_10.245.79.99,cfc48400-5a97-51e9-ed9c-3bb919024569,,,,10.245.79.99 255.255.255.255,,,,I.CCI
CT901OTPC,Range_10.245.127.83-84,cfd684f2-5a97-51e9-9e7f-30e2fd12ba4d,iprange,10.245.127.83,10.245.127.84,,,,,I.CCI
CT901OTPC,Range_192.168.176.50-53,d8d94da0-5a97-51e9-e82c-3bbc3a2a34c0,iprange,192.168.176.50,192.168.176.53,,,,,E.UCN
CT901OTPC,Range_192.168.176.55-56,e1165bd4-5a97-51e9-3eec-320bb75dbeb7,iprange,192.168.176.55,192.168.176.56,,,,,E.UCN
CT901OTPC,Range_192.168.35.21-26,038c34ae-5a98-51e9-bfb2-94fbc5097f02,iprange,192.168.35.21,192.168.35.26,,,,,E.UCN
CT901OTPC,Host_10.245.79.24,173909d2-5a98-51e9-a30e-a655ed41ff5e,,,,10.245.79.24 255.255.255.255,,,,I.CCI
CT901OTPC,Host_10.249.79.24,2828219c-5a98-51e9-4f17-4ebe30c3320c,,,,10.249.79.24 255.255.255.255,,,,I.CCI
CT901OTPC,Range_10.245.79.19-20,3333aebc-5a98-51e9-db92-9addfde513c3,iprange,10.245.79.19,10.245.79.20,,,,,I.CCI
CT901OTPC,Host_10.245.95.19,3d914798-5a98-51e9-47f1-8a6590125a94,,,,10.245.95.19 255.255.255.255,,,,I.CCI
CT901OTPC,Host_10.249.79.19,4a5534bc-5a98-51e9-7513-ace305099d63,,,,10.249.79.19 255.255.255.255,,,,I.CCI
CT901OTPC,Host_10.245.132.39,52dbbca0-5a98-51e9-8835-f40172d341e5,,,,10.245.132.39 255.255.255.255,,,,I.CCI
CT901OTPC,Host_10.245.132.51,a1b032d4-5a98-51e9-aad8-8625546cb6e1,,,,10.245.132.51 255.255.255.255,,,,I.CCI
CT901OTPC,Host_10.249.132.58,acc4f650-5a98-51e9-73a1-7f0fb6d01f0b,,,,10.249.132.58 255.255.255.255,,,,I.CCI
CT901OTPC,Host_10.249.132.60,b627dd70-5a98-51e9-99d1-e10ad920a092,,,,10.249.132.60 255.255.255.255,,,,I.CCI
CT901OTPC,Host_10.245.127.67,c1613f74-5a98-51e9-6b6f-ecb19caa895d,,,,10.245.127.67 255.255.255.255,,,,I.CCI
CT901OTPC,Net_10.248.95.0,ca01a448-5a98-51e9-ca00-8fbd6cf1920c,,,,10.248.95.0 255.255.255.0,,,,I.CCI
CT901OTPC,Net_192.168.93.0,d68b2ee6-5a98-51e9-31dd-9edc29a93044,,,,192.168.93.0 255.255.255.0,,,,E.UCN
CP901CASH1,none,9d2d824c-fb77-51e7-f8c4-785f629187ea,,,,0.0.0.0 255.255.255.255,,,,
CP901CASH1,adobe,9d2d8f3a-fb77-51e7-3ecd-6d584fbb9c31,wildcard-fqdn,,,,*.adobe.com,,,
CP901CASH1,Adobe Login,9d2d9c78-fb77-51e7-4741-3663c39ccfc7,wildcard-fqdn,,,,*.adobelogin.com,,,
CP901CASH1,android,9d2da9a2-fb77-51e7-16ca-9ba2e39c1afb,wildcard-fqdn,,,,*.android.com,,,
CP901CASH1,apple,9d2db6e0-fb77-51e7-7e2d-61ab98efa1d0,wildcard-fqdn,,,,*.apple.com,,,
CP901CASH1,appstore,9d2dc3ec-fb77-51e7-7817-06d50c350404,wildcard-fqdn,,,,*.appstore.com,,,
CP901CASH1,auth.gfx.ms,9d2dd102-fb77-51e7-d7a2-73366a75d90a,fqdn,,,,,auth.gfx.ms,,
CP901CASH1,autoupdate.opera.com,9d2dde40-fb77-51e7-d854-bb458702b1a8,fqdn,,,,,autoupdate.opera.com,,
CP901CASH1,citrix,9d2dec82-fb77-51e7-1b1a-000a3b030339,wildcard-fqdn,,,,*.citrixonline.com,,,
CP901CASH1,dropbox.com,9d2df9c0-fb77-51e7-73cb-6ca309d17dab,wildcard-fqdn,,,,*.dropbox.com,,,
CP901CASH1,eease,9d2e06d6-fb77-51e7-4185-19288f68a538,wildcard-fqdn,,,,*.eease.com,,,
CP901CASH1,firefox update server,9d2e13f6-fb77-51e7-be61-41882469c029,wildcard-fqdn,,,,aus*.mozilla.org,,,
CP901CASH1,fortinet,9d2e2120-fb77-51e7-2cac-c83623cc400f,wildcard-fqdn,,,,*.fortinet.com,,,
CP901CASH1,googleapis.com,9d2e2e0e-fb77-51e7-1aca-64a21f4b2d93,wildcard-fqdn,,,,*.googleapis.com,,,
CP901CASH1,google-drive,9d2e3b38-fb77-51e7-c38f-da5ca1501322,wildcard-fqdn,,,,*drive.google.com,,,
CP901CASH1,google-play,9d2e4970-fb77-51e7-3e58-068352e9114b,fqdn,,,,,play.google.com,,
CP901CASH1,google-play2,9d2e56d6-fb77-51e7-dc10-1e62b6a04ead,wildcard-fqdn,,,,*.ggpht.com,,,
CP901CASH1,google-play3,9d2e6414-fb77-51e7-5c9d-00876b8679bb,wildcard-fqdn,,,,*.books.google.com,,,
CP901CASH1,Gotomeeting,9d2e7120-fb77-51e7-5f84-cf5bff829c0c,wildcard-fqdn,,,,*.gotomeeting.com,,,
CP901CASH1,icloud,9d2e7e36-fb77-51e7-9ee0-b962efda037f,wildcard-fqdn,,,,*.icloud.com,,,
CP901CASH1,itunes,9d2e8b38-fb77-51e7-c19b-f8b1ce2afcf3,wildcard-fqdn,,,,*itunes.apple.com,,,
CP901CASH1,microsoft,9d2e9862-fb77-51e7-bede-0b8cbcbc36bf,wildcard-fqdn,,,,*.microsoft.com,,,
CP901CASH1,skype,9d2ea564-fb77-51e7-109e-06713a1930da,wildcard-fqdn,,,,*.messenger.live.com,,,
CP901CASH1,softwareupdate.vmware.com,9d2eb2c0-fb77-51e7-616d-1406f0a663e7,fqdn,,,,,softwareupdate.vmware.com,,
CP901CASH1,swscan.apple.com,9d2ec012-fb77-51e7-2828-668610ca9eb3,fqdn,,,,,swscan.apple.com,,
CP901CASH1,update.microsoft.com,9d2ecd3c-fb77-51e7-4abe-ab8af47de6d9,fqdn,,,,,update.microsoft.com,,
CP901CASH1,verisign,9d2edaa2-fb77-51e7-0212-98b99a0489e6,wildcard-fqdn,,,,*.verisign.com,,,
CP901CASH1,Windows update 2,9d2ee7d6-fb77-51e7-ff77-0276c0b8c309,wildcard-fqdn,,,,*.windowsupdate.com,,,
CP901CASH1,live.com,9d2ef528-fb77-51e7-c20e-04e544e51c42,wildcard-fqdn,,,,*.live.com,,,
CP901CASH1,SSLVPN_TUNNEL_ADDR1,9d88dfca-fb77-51e7-ef7a-e2be467348fa,iprange,10.212.134.200,10.212.134.210,,,,,ssl.CP901CASH1
CP901CASH1,all,9d88f80c-fb77-51e7-59ac-bb2673df78cc,,,,,,,,
CP901CASH1,Net_10.155.0.0/16,5e43fb8a-fb93-51e7-ebde-f40fdfddc88d,,,,10.155.0.0 255.255.0.0,,,,E.OMDD4.PB
CP901CASH1,Net_10.156.0.0/16,c2de3a4c-fb93-51e7-6bab-139cf631b0e3,,,,10.156.0.0 255.255.0.0,,,,E.OMDD4.PB
CP901CASH1,Net_10.157.0.0/16,e58ecb10-fb93-51e7-bd53-f553a84ef476,,,,10.157.0.0 255.255.0.0,,,,E.OMDD4.PB
CP901CASH1,Net_10.2.90.0,0502fc96-fb94-51e7-7d49-0638be257438,,,,10.2.90.0 255.255.255.0,,,,I.CASH.Trust.DR
CP901CASH1,Range_10.2.90.41-42,1742cf12-fb94-51e7-1e6b-afe861f0ae4d,iprange,10.2.90.41,10.2.90.42,,,,,I.CASH.Trust.DR
CP901CASH1,Net_10.55.0.0,70c00b8c-494a-51e8-88db-385537fd3aa6,,,,10.55.0.0 255.255.0.0,,,,W.OMDC.DR
CP901CASH1,Net_10.56.0.0,73520d5a-494a-51e8-008c-cabc3d4ca3cf,,,,10.56.0.0 255.255.0.0,,,,W.OMDC.DR
CP901CASH1,Net_10.57.0.0,735b3024-494a-51e8-09a1-bbfbf1a9da69,,,,10.57.0.0 255.255.0.0,,,,W.OMDC.DR
CP901CASH1,Range_10.55.0.1-4,7364a7e4-494a-51e8-0ed3-230b49e558cf,iprange,10.55.0.1,10.55.0.4,,,,,W.OMDC.DR
CP901CASH1,Range_10.57.64.2-5,7b28134e-494a-51e8-86ae-748130c6720c,iprange,10.57.64.2,10.57.64.5,,,,,W.OMDC.DR
CP901CASH1,Net_10.55.1.0,7b3c2654-494a-51e8-3813-ba811628088f,,,,10.55.1.0 255.255.255.0,,,,W.OMDC.DR
CP901CASH1,Net_10.2.89.0,7eff406e-494a-51e8-42b8-222d135b6586,,,,10.2.89.0 255.255.255.0,,,,I.CASH.Trust.DR
CP901CASH1,Host_10.2.90.41,7f097c82-494a-51e8-7096-6b87de7c01b2,,,,10.2.90.41 255.255.255.255,,,,I.CASH.Trust.DR
CP901CASH1,Host_10.2.90.42,a9888b42-494a-51e8-ee57-b5eff460410c,,,,10.2.90.42 255.255.255.255,,,,I.CASH.Trust.DR
CP901CASH1,Host_10.2.90.76,b17cacb6-494a-51e8-dc48-2c22e50dc708,,,,10.2.90.76 255.255.255.255,,,,I.CASH.Trust.DR
CP901CASH1,Host_10.2.90.82,b18cbdc2-494a-51e8-a52a-6c2410302698,,,,10.2.90.82 255.255.255.255,,,,I.CASH.Trust.DR
CP901CASH1,Host_10.2.90.84,b4c95464-494a-51e8-cd2d-6047582f8c9b,,,,10.2.90.84 255.255.255.255,,,,I.CASH.Trust.DR
CP901CASH1,Host_10.2.90.90,b4d97592-494a-51e8-7b9e-e41c768a3a2b,,,,10.2.90.90 255.255.255.255,,,,I.CASH.Trust.DR
CP901CASH1,Host_10.2.90.94,b72a1ffe-494a-51e8-c5c8-3559b76a2cf0,,,,10.2.90.94 255.255.255.255,,,,I.CASH.Trust.DR
